Round, Client Index, Execution Time (s)
1, 0, 209.1854
1, 1, 140.1322
1, 2, 100.2290
1, 3, 52.0141
1, 4, 305.9609
2, 0, 39.6056
2, 1, 87.8528
2, 2, 139.6753
2, 3, 305.2809
2, 4, 208.7968
3, 0, 309.0482
3, 1, 160.7487
3, 2, 257.2047
3, 3, 118.0419
3, 4, 49.0448
4, 0, 160.9189
4, 1, 317.4122
4, 2, 266.6800
4, 3, 108.7802
4, 4, 39.6802
5, 0, 123.0484
5, 1, 51.6268
5, 2, 217.0995
5, 3, 164.4246
5, 4, 331.2312
