Round, Client Index, Execution Time (s)
0, 0, 55.5323
1, 0, 51.1444
2, 0, 49.2325
3, 0, 56.1080
4, 0, 54.6602
5, 0, 50.9182
6, 0, 53.3801
7, 0, 51.2052
8, 0, 51.9850
9, 0, 54.3149
