Round,WallTimeSec,MeanClientExecSec,MaxClientExecSec
0,55.97202754020691,26.49903376897176,28.20967125892639
1,5.345833778381348,3.5384148756663003,5.3386640548706055
2,6.234482049942017,4.436097224553426,6.228893756866455
3,5.645111083984375,3.6971930662790933,5.640100955963135
4,4.742100477218628,3.214546283086141,4.737805604934692
5,5.769610404968262,4.100526412328084,5.762142658233643
6,4.39166784286499,2.962104638417562,4.385558128356934
7,4.176851272583008,2.7879080772399902,4.172075510025024
8,5.404664039611816,3.772437334060669,5.401124000549316
9,4.663911819458008,3.3162384033203125,4.660175561904907
10,29.257757425308228,3.0278918743133545,4.426933765411377
11,4.672289133071899,3.2498963673909507,4.669873476028442
12,4.5258636474609375,3.1516544024149575,4.521928787231445
13,4.980177164077759,3.5918134848276773,4.977128505706787
14,5.182748556137085,3.7799532413482666,5.178003787994385
15,4.786928653717041,3.415602445602417,4.78385853767395
16,4.318281888961792,2.9629863103230796,4.314740180969238
17,4.823152303695679,3.4631795088450112,4.8201398849487305
18,4.732041597366333,3.338022549947103,4.729702711105347
19,5.059358835220337,3.690547545750936,5.055819272994995
20,29.403233766555786,3.0768341223398843,4.6137855052948
21,4.395956039428711,3.0350778897603354,4.3921284675598145
22,4.300398826599121,2.9657910664876304,4.297993898391724
23,4.323750734329224,2.9270397822062173,4.320724964141846
24,4.3080713748931885,2.944603602091471,4.303826570510864
25,5.656337738037109,4.272259712219238,5.653921604156494
26,4.879015684127808,3.530009667078654,4.876638174057007
27,4.265754699707031,2.823465267817179,4.263409852981567
28,4.520342826843262,2.985459248224894,4.517325162887573
29,4.409889221191406,3.0342419147491455,4.406305313110352
30,27.544890880584717,3.8735171953837075,5.219813823699951
31,4.229875326156616,2.889126777648926,4.226036787033081
32,4.176238059997559,2.7841849327087402,4.173900604248047
33,4.336172580718994,2.939752737681071,4.332941770553589
34,4.49167275428772,3.0555893580118814,4.4875266551971436
35,4.436246633529663,2.9928623835245767,4.433206081390381
36,5.2752087116241455,3.717639446258545,5.2716453075408936
37,4.748879909515381,3.0580029487609863,4.745362281799316
38,5.5452187061309814,4.188018242518107,5.541712760925293
39,4.779477834701538,3.3377461433410645,4.776307106018066
40,26.6884868144989,2.906200647354126,4.308165550231934
41,4.237168312072754,2.862605253855387,4.234760999679565
42,4.904628753662109,3.5225133101145425,4.901610851287842
43,4.906132459640503,3.5292960007985434,4.902892827987671
44,5.256223201751709,3.7861621379852295,5.252683401107788
45,4.785015344619751,3.115631659825643,4.781893014907837
46,4.426070690155029,3.0140610535939536,4.42368221282959
47,4.516423225402832,3.130565643310547,4.512851238250732
48,5.202253341674805,3.802039384841919,5.198741674423218
49,4.386261701583862,3.012108008066813,4.382749795913696
50,28.00261640548706,3.1561774412790933,4.596851348876953
51,4.143112897872925,2.8003360430399575,4.139916896820068
52,4.601730823516846,3.0946784019470215,4.5987372398376465
53,4.542268991470337,3.016296704610189,4.53990626335144
54,4.446449518203735,3.1146926879882812,4.444037675857544
55,5.009524822235107,3.6229771773020425,5.00516152381897
56,4.870522975921631,3.474233865737915,4.868177890777588
57,4.573647975921631,3.11508846282959,4.571227788925171
58,4.455751657485962,3.107569853464762,4.452684640884399
59,4.313279628753662,2.981999317804972,4.310260534286499
60,28.002517700195312,3.080004612604777,4.512479782104492
61,4.800791501998901,3.4014832973480225,4.798431634902954
62,4.8949363231658936,3.525573968887329,4.889831781387329
63,4.40508508682251,2.966737906138102,4.402001619338989
64,5.2337646484375,3.55604879061381,5.230371952056885
65,4.723487615585327,3.3303519090016684,4.720226049423218
66,4.254737854003906,2.880255937576294,4.251211643218994
67,4.652466058731079,3.282846689224243,4.649675130844116
68,4.5074663162231445,3.1466617584228516,4.505806922912598
69,4.70436692237854,3.3353954950968423,4.701433897018433
70,28.565653562545776,3.2666191260019937,4.668251991271973
71,5.023348093032837,3.590941826502482,5.019851207733154
72,4.086200714111328,2.727527459462484,4.083832502365112
73,4.952235221862793,3.614266316095988,4.949198246002197
74,3.9905948638916016,2.6675329208374023,3.9875564575195312
75,4.580963611602783,3.18044384320577,4.577915191650391
76,4.3649327754974365,3.0024894873301187,4.362525224685669
77,5.299842596054077,3.9360477129618325,5.297491788864136
78,5.001636505126953,3.60469921429952,4.999191045761108
79,5.179875135421753,3.7788123289744058,5.177528142929077
80,28.986268281936646,3.288806994756063,4.790250539779663
81,4.515151023864746,3.122726043065389,4.511966943740845
82,5.02474308013916,3.546983242034912,5.021711111068726
83,5.334938049316406,3.9545205434163413,5.332571506500244
84,4.140188217163086,2.7860492865244546,4.1355602741241455
85,4.693847894668579,3.3321194648742676,4.691470384597778
86,5.7185704708099365,4.27262298266093,5.715074300765991
87,5.291920185089111,3.9434911410013833,5.289552927017212
88,4.660745859146118,3.313643296559652,4.658294677734375
89,4.792431592941284,3.4214559396107993,4.790103435516357
90,27.420711517333984,2.974616765975952,4.391577482223511
91,5.485599994659424,4.12753160794576,5.483098983764648
92,4.566539764404297,3.2187700271606445,4.5640645027160645
93,4.365530729293823,3.003830671310425,4.362348794937134
94,4.215944290161133,2.847886244455973,4.2135231494903564
95,4.730257034301758,3.281954606374105,4.7279181480407715
96,4.387207269668579,3.020188252131144,4.384893894195557
97,4.555724143981934,3.1811908880869546,4.552620887756348
98,4.643832206726074,3.119825601577759,4.640323638916016
99,4.527443885803223,3.1054628690083823,4.523836374282837
100,27.908066511154175,3.6568284829457602,5.014566659927368
101,4.7003302574157715,3.278786818186442,4.696630001068115
102,4.215418100357056,2.8039958477020264,4.212389230728149
103,4.820854902267456,3.3851865927378335,4.817636489868164
104,4.607266426086426,3.2409613927205405,4.604971885681152
105,5.310094118118286,3.832908550898234,5.307733535766602
106,4.780842065811157,3.274630149205526,4.77782678604126
107,5.100726366043091,3.573415994644165,5.097189664840698
108,4.5939202308654785,3.222412347793579,4.591577529907227
109,4.437095880508423,3.009065786997477,4.433520317077637
110,26.806022882461548,3.254140774408976,4.5874693393707275
111,5.021884441375732,3.4723437627156577,5.01951265335083
112,4.813191175460815,3.3504302501678467,4.810234546661377
113,5.051361322402954,3.6848320960998535,5.048954010009766
114,4.772321701049805,3.3296213944753013,4.769942045211792
115,5.229154586791992,3.8437937100728354,5.225302696228027
116,4.276664972305298,2.9157671133677163,4.274135589599609
117,5.145143032073975,3.677615483601888,5.141570329666138
118,5.290602922439575,3.895220677057902,5.287139654159546
119,4.367548704147339,3.0115482012430825,4.365207672119141
120,28.820918083190918,3.529715379079183,4.897736072540283
121,4.990624904632568,3.593737761179606,4.988816261291504
122,4.876240015029907,3.515999714533488,4.873014688491821
123,4.369562864303589,2.991792360941569,4.366546154022217
124,4.595022678375244,3.1296729246775308,4.5914928913116455
125,4.984198331832886,3.570902665456136,4.980715990066528
126,4.423916816711426,3.0193182627360025,4.419320106506348
127,4.816984176635742,3.2190067768096924,4.8139731884002686
128,4.583716630935669,3.1993855635325112,4.580180644989014
129,5.185529708862305,3.7353970209757485,5.182550668716431
130,29.01853370666504,3.370451291402181,4.815243482589722
131,4.257029294967651,2.896140972773234,4.253836154937744
132,5.075841903686523,3.6633570988972983,5.0735085010528564
133,5.000781774520874,3.612950325012207,4.998378276824951
134,5.059540748596191,3.647150675455729,5.056328773498535
135,4.620405912399292,3.2304773330688477,4.617777585983276
136,4.370556354522705,2.9616357485453286,4.366963148117065
137,4.545853853225708,3.165017048517863,4.541755676269531
138,4.997642993927002,3.5533953507741294,4.994616985321045
139,5.30315089225769,3.837254842122396,5.300173044204712
140,28.676197052001953,3.498976548512777,4.860753297805786
141,4.673491954803467,3.295055548350016,4.669722080230713
142,4.76562762260437,3.4038848082224527,4.762104034423828
143,5.873255968093872,4.5281596183776855,5.86942458152771
144,4.649456262588501,3.2962701320648193,4.647086143493652
145,5.472540855407715,4.052744229634603,5.470174789428711
146,4.675306081771851,3.1680847803751626,4.672266483306885
147,5.144739389419556,3.6721171538035073,5.140428781509399
148,5.067849159240723,3.605357805887858,5.064756393432617
149,5.146349191665649,3.619157155354818,5.142422437667847
150,28.701460123062134,3.3261071046193442,4.74882435798645
151,4.4128522872924805,3.005801280339559,4.4090495109558105
152,4.175993204116821,2.8385116259256997,4.173171281814575
153,4.589811325073242,3.124941905339559,4.58628249168396
154,4.5705883502960205,3.167550802230835,4.567562103271484
155,4.802308559417725,3.357879559199015,4.799268007278442
156,4.5137412548065186,3.087416966756185,4.51133918762207
157,4.730248212814331,3.314568599065145,4.72785496711731
158,5.074707269668579,3.497894207636515,5.070352792739868
159,4.666584491729736,3.261073112487793,4.6630213260650635
160,28.550737619400024,3.260892629623413,4.781677007675171
161,5.853488445281982,4.305494070053101,5.850298643112183
162,5.26863956451416,3.6784690221150718,5.2650933265686035
163,4.543606996536255,3.161183516184489,4.540556907653809
164,4.628424167633057,3.2494866053263345,4.626078844070435
165,4.280995607376099,2.896632671356201,4.278693914413452
166,4.336533308029175,2.9362288316090903,4.33350682258606
167,5.298753976821899,3.9523919423421225,5.2964026927948
168,4.987561464309692,3.6519030729929605,4.983813762664795
169,5.14810585975647,3.746490240097046,5.143813848495483
170,28.228095531463623,2.7759613196055093,4.140752077102661
171,4.327584266662598,2.983485301335653,4.325198411941528
172,5.4695281982421875,4.037947336832683,5.467162132263184
173,4.183505058288574,2.823253870010376,4.1797873973846436
174,4.789147615432739,3.4563843409220376,4.7867841720581055
