AggStep,ClientIndex,ExecutionTimeSeconds
387,9,2.719076
387,2,3.333114
387,6,2.841194
388,1,3.150295
388,3,3.537569
388,0,2.505494
388,7,5.064327
388,5,4.700323
388,8,3.606588
388,4,4.491760
388,9,2.727498
389,2,3.356684
389,6,2.872949
389,1,3.173585
389,3,3.568291
389,0,2.514219
389,7,5.066182
389,5,4.707495
389,8,3.612340
390,4,4.495916
390,9,2.750614
390,2,3.358776
390,6,2.874200
390,1,3.173911
390,3,3.563918
390,0,2.523130
390,7,5.063882
391,5,4.704010
391,8,3.602846
391,4,4.500876
391,9,2.741231
391,2,3.356757
391,6,2.872566
391,1,3.176117
391,3,3.567282
392,0,2.532650
392,7,5.055044
392,5,4.695442
392,8,3.597412
392,4,4.485029
392,9,2.734278
392,2,3.371628
392,6,2.875381
393,1,3.178050
393,3,3.565650
393,0,2.521394
393,7,5.079090
393,5,4.703218
393,8,3.600760
393,4,4.498527
393,9,2.738244
394,2,3.350181
394,6,2.869405
394,1,3.177534
394,3,3.568077
394,0,2.516845
394,7,5.048797
394,5,4.694878
394,8,3.650588
395,4,4.615176
395,9,2.750566
395,2,3.357940
395,6,2.870141
395,1,3.168975
395,3,3.556877
395,0,2.508214
395,7,5.040810
396,5,4.683919
396,8,3.595982
396,4,4.493190
396,9,2.745558
396,2,3.367445
396,6,2.863413
396,1,3.169741
396,3,3.559345
397,0,2.512324
397,7,5.055563
397,5,4.691858
397,8,3.591669
397,4,4.480187
397,9,2.736133
397,2,3.351257
397,6,2.864178
398,1,3.168572
398,3,3.559728
398,0,2.512879
398,7,5.046665
398,5,4.688341
398,8,3.601020
398,4,4.488230
398,9,2.731909
399,2,3.357445
399,6,2.876544
399,1,3.171650
399,3,3.560579
399,0,2.522316
399,7,5.051819
399,5,4.686691
399,8,3.599456
400,4,4.461730
400,9,2.720943
400,2,3.340630
400,6,2.873173
400,1,3.166004
400,3,3.557290
400,0,2.507838
400,7,5.047264
401,5,4.696026
401,8,3.601874
401,4,4.487377
401,9,2.733322
401,2,3.344510
401,6,2.862318
401,1,3.161937
401,3,3.557427
402,0,2.515613
402,7,5.042310
402,5,4.705079
402,8,3.601163
402,4,4.487960
402,9,2.732863
402,2,3.345406
402,6,2.870161
403,1,3.171560
403,3,3.563797
403,0,2.515853
403,7,5.023445
403,5,4.660850
403,8,3.563427
403,4,4.479171
403,9,2.720169
404,2,3.345201
404,6,2.865092
404,1,3.152279
404,3,3.554878
404,0,2.514956
404,7,5.060249
404,5,4.677016
404,8,3.586718
405,4,4.465662
405,9,2.713292
405,2,3.328155
405,6,2.844970
405,1,3.177497
405,3,3.546440
405,0,2.501724
405,7,5.022478
406,5,4.660030
406,8,3.575531
406,4,4.459947
406,9,2.715652
406,2,3.338124
406,6,2.859652
406,1,3.153669
406,3,3.542856
407,0,2.504483
407,7,5.025754
407,5,4.649316
407,8,3.566484
407,4,4.458767
407,9,2.707216
407,2,3.325153
407,6,2.853128
408,1,3.176403
408,3,3.543478
408,0,2.498933
408,7,5.018201
408,5,4.654785
408,8,3.562013
408,4,4.440701
408,9,2.712211
409,2,3.322334
409,6,2.850063
409,1,3.146294
409,3,3.549423
409,0,2.501711
409,7,5.032721
409,5,4.664893
409,8,3.576260
410,4,4.456178
410,9,2.713498
410,2,3.330177
410,6,2.851434
410,1,3.149444
410,3,3.544697
410,0,2.503966
410,7,5.044834
411,5,4.682267
411,8,3.612219
411,4,4.494112
411,9,2.723068
411,2,3.343178
411,6,2.865338
411,1,3.157881
411,3,3.551553
412,0,2.512621
412,7,5.042723
412,5,4.676760
412,8,3.603987
412,4,4.487246
412,9,2.735683
412,2,3.358665
412,6,2.861145
413,1,3.160496
413,3,3.556639
413,0,2.520275
413,7,5.032297
413,5,4.663274
413,8,3.590877
413,4,4.490333
413,9,2.736397
414,2,3.351820
414,6,2.868049
414,1,3.173525
414,3,3.546276
414,0,2.508953
414,7,5.056109
414,5,4.705673
414,8,3.584375
415,4,4.482502
415,9,2.727618
415,2,3.340989
415,6,2.856026
415,1,3.169302
415,3,3.549200
415,0,2.510309
415,7,5.032655
416,5,4.676492
416,8,3.587287
416,4,4.487727
416,9,2.738321
416,2,3.355588
416,6,2.874350
416,1,3.166440
416,3,3.568126
417,0,2.516194
417,7,5.036632
417,5,4.678448
417,8,3.595162
417,4,4.491902
417,9,2.738646
417,2,3.352723
417,6,2.869942
418,1,3.164170
418,3,3.559575
418,0,2.507299
418,7,5.038827
418,5,4.678630
418,8,3.594754
418,4,4.494582
418,9,2.731688
419,2,3.353275
419,6,2.866185
419,1,3.183600
419,3,3.570772
419,0,2.514016
419,7,5.051517
419,5,4.701295
419,8,3.605541
420,4,4.505711
420,9,2.729934
420,2,3.349494
420,6,2.865108
420,1,3.166430
420,3,3.563418
420,0,2.514980
420,7,5.063533
421,5,4.697311
421,8,3.604140
421,4,4.500040
421,9,2.745398
421,2,3.350094
421,6,2.854380
421,1,3.159430
421,3,3.553321
422,0,2.517266
422,7,5.055994
422,5,4.692404
422,8,3.600929
422,4,4.482221
422,9,2.730352
422,2,3.349692
422,6,2.870509
423,1,3.162171
423,3,3.554216
423,0,2.518196
423,7,5.057056
423,5,4.692534
423,8,3.588921
423,4,4.487192
423,9,2.735914
424,2,3.355948
424,6,2.865100
424,1,3.163390
424,3,3.556218
424,0,2.518866
424,7,5.057384
424,5,4.700694
424,8,3.598192
425,4,4.484103
425,9,2.727376
425,2,3.346769
425,6,2.864444
425,1,3.152602
425,3,3.534082
425,0,2.504674
425,7,5.043243
426,5,4.676952
426,8,3.594698
426,4,4.481075
426,9,2.729280
426,2,3.341275
426,6,2.855316
426,1,3.156962
426,3,3.540109
427,0,2.497397
427,7,5.036010
427,5,4.685835
427,8,3.600948
427,4,4.484704
427,9,2.729941
427,2,3.349832
427,6,2.857759
428,1,3.163386
428,3,3.552604
428,0,2.510437
428,7,5.035931
428,5,4.694123
428,8,3.596640
428,4,4.476509
428,9,2.733018
429,2,3.352707
429,6,2.873827
429,1,3.162835
429,3,3.542017
429,0,2.512082
429,7,5.050236
429,5,4.677953
429,8,3.606416
430,4,4.520451
430,9,2.746150
430,2,3.353938
430,6,2.864043
430,1,3.173093
430,3,3.559129
430,0,2.513649
430,7,5.043844
431,5,4.682669
431,8,3.602105
431,4,4.492783
431,9,2.736564
431,2,3.357487
431,6,2.877211
431,1,3.158582
431,3,3.564211
432,0,2.516921
432,7,5.045253
432,5,4.683193
432,8,3.607955
432,4,4.487002
432,9,2.735062
432,2,3.356660
432,6,2.874412
433,1,3.167865
433,3,3.553305
433,0,2.526804
433,7,5.075109
433,5,4.706074
433,8,3.603022
433,4,4.494590
433,9,2.728778
434,2,3.345149
434,6,2.861805
434,1,3.169961
434,3,3.548015
434,0,2.520881
434,7,5.063787
434,5,4.707297
434,8,3.622534
435,4,4.508601
435,9,2.741760
435,2,3.354972
435,6,2.863950
435,1,3.169264
435,3,3.551139
435,0,2.515598
435,7,5.046212
436,5,4.690450
436,8,3.602222
436,4,4.501177
436,9,2.748867
436,2,3.358527
436,6,2.874566
436,1,3.172829
436,3,3.567337
437,0,2.517036
437,7,5.048449
437,5,4.690060
437,8,3.604637
437,4,4.488434
437,9,2.737384
437,2,3.343169
437,6,2.870368
438,1,3.172980
438,3,3.573398
438,0,2.525418
438,7,5.045056
438,5,4.678850
438,8,3.603629
438,4,4.484529
438,9,2.737675
439,2,3.359398
439,6,2.878899
439,1,3.185404
439,3,3.561286
439,0,2.514635
439,7,5.055388
439,5,4.690626
439,8,3.595641
440,4,4.500649
440,9,2.744733
440,2,3.369237
440,6,2.876501
440,1,3.174852
440,3,3.572415
440,0,2.516270
440,7,5.055277
441,5,4.686906
441,8,3.602863
441,4,4.508769
441,9,2.747384
441,2,3.365060
441,6,2.881121
441,1,3.168935
441,3,3.569523
442,0,2.516185
442,7,5.052092
442,5,4.683766
442,8,3.597662
442,4,4.505611
442,9,2.742435
442,2,3.366590
442,6,2.875808
443,1,3.177042
443,3,3.565740
443,0,2.517840
443,7,5.067512
443,5,4.698131
443,8,3.616444
443,4,4.474146
443,9,2.728207
444,2,3.358005
444,6,2.870285
444,1,3.173532
444,3,3.568509
444,0,2.519327
444,7,5.054661
444,5,4.704838
444,8,3.609906
445,4,4.507354
445,9,2.741251
445,2,3.358716
445,6,2.867571
445,1,3.164904
445,3,3.562457
445,0,2.516682
445,7,5.051945
446,5,4.668204
446,8,3.584811
446,4,4.494437
446,9,2.729676
446,2,3.342887
446,6,2.872030
446,1,3.157810
446,3,3.547167
447,0,2.510345
447,7,5.022805
447,5,4.694274
447,8,3.616753
447,4,4.499587
447,9,2.737463
447,2,3.361485
447,6,2.875151
448,1,3.178883
448,3,3.567822
448,0,2.518997
448,7,5.096713
448,5,4.710260
448,8,3.608411
448,4,4.496899
448,9,2.744815
449,2,3.362768
449,6,2.874069
449,1,3.178810
449,3,3.571660
449,0,2.517983
449,7,5.082588
449,5,4.714537
449,8,3.616035
450,4,4.514689
450,9,2.754203
450,2,3.364181
450,6,2.874219
450,1,3.161469
450,3,3.571404
450,0,2.520889
450,7,5.065194
451,5,4.708776
451,8,3.610387
451,4,4.475544
451,9,2.724844
451,2,3.327578
451,6,2.840342
451,1,3.143490
451,3,3.547958
452,0,2.507001
452,7,5.029291
452,5,4.670892
452,8,3.580612
452,4,4.454039
452,9,2.709551
452,2,3.315491
452,6,2.843604
453,1,3.145681
453,3,3.535039
453,0,2.502626
453,7,5.040691
453,5,4.659746
453,8,3.572022
453,4,4.452622
453,9,2.705985
454,2,3.323885
454,6,2.879803
454,1,3.276147
454,3,3.601775
454,0,2.509753
454,7,5.025007
454,5,4.669278
454,8,3.582044
455,4,4.475268
455,9,2.727980
455,2,3.342816
455,6,2.858925
455,1,3.154035
455,3,3.541717
455,0,2.513043
455,7,5.025450
456,5,4.661103
456,8,3.579138
456,4,4.469160
456,9,2.737753
456,2,3.353619
456,6,2.877091
456,1,3.170192
456,3,3.566500
457,0,2.523076
457,7,5.062981
457,5,4.679196
457,8,3.592589
457,4,4.479417
457,9,2.728644
457,2,3.355025
457,6,2.870369
458,1,3.169158
458,3,3.564108
458,0,2.519987
458,7,5.039921
458,5,4.705486
458,8,3.597628
458,4,4.476243
458,9,2.734187
459,2,3.357229
459,6,2.871225
459,1,3.170645
459,3,3.554271
459,0,2.519522
459,7,5.048854
459,5,4.680347
459,8,3.589655
460,4,4.482128
460,9,2.729244
460,2,3.352478
460,6,2.867011
460,1,3.174217
460,3,3.554460
460,0,2.512858
460,7,5.033601
461,5,4.679666
461,8,3.592934
461,4,4.464615
461,9,2.742137
461,2,3.358681
461,6,2.871919
461,1,3.171242
461,3,3.557807
462,0,2.514994
462,7,5.035519
462,5,4.683576
462,8,3.595404
462,4,4.481692
462,9,2.735232
462,2,3.357539
462,6,2.870013
463,1,3.185544
463,3,3.569468
463,0,2.520166
463,7,5.058552
463,5,4.699892
463,8,3.612043
463,4,4.507158
463,9,2.720374
464,2,3.316525
464,6,2.832345
464,1,3.128086
464,3,3.514382
464,0,2.491806
464,7,5.013104
464,5,4.664825
464,8,3.588106
465,4,4.489649
465,9,2.734788
465,2,3.336514
465,6,2.837369
465,1,3.136246
465,3,3.520917
465,0,2.494826
465,7,5.022517
466,5,4.660028
466,8,3.591259
466,4,4.480258
466,9,2.714561
466,2,3.330934
466,6,2.849236
466,1,3.155957
466,3,3.526368
467,0,2.489243
467,7,5.003171
467,5,4.648631
467,8,3.564793
467,4,4.460472
467,9,2.727196
467,2,3.352432
467,6,2.861561
468,1,3.156941
468,3,3.551943
468,0,2.506302
468,7,5.039607
468,5,4.668237
468,8,3.593713
468,4,4.464808
468,9,2.709318
469,2,3.323901
469,6,2.855542
469,1,3.150497
469,3,3.552536
469,0,2.505889
469,7,5.043459
469,5,4.678353
469,8,3.595092
470,4,4.473013
470,9,2.722790
470,2,3.334133
470,6,2.855394
470,1,3.160501
470,3,3.565575
470,0,2.513002
470,7,5.041223
471,5,4.682094
471,8,3.595121
471,4,4.476823
471,9,2.731172
471,2,3.365540
471,6,2.870744
471,1,3.180360
471,3,3.573090
472,0,2.529374
472,7,5.057238
472,5,4.675491
472,8,3.583080
472,4,4.475081
472,9,2.727879
472,2,3.344418
472,6,2.874664
473,1,3.174372
473,3,3.560480
473,0,2.511430
473,7,5.054536
473,5,4.688757
473,8,3.603751
473,4,4.500148
473,9,2.746063
474,2,3.361539
474,6,2.863848
474,1,3.160772
474,3,3.552570
474,0,2.513444
474,7,5.041245
474,5,4.691749
474,8,3.607337
475,4,4.501544
475,9,2.740554
475,2,3.360995
475,6,2.877979
475,1,3.167167
475,3,3.543141
475,0,2.503513
475,7,5.039642
476,5,4.676579
476,8,3.596968
476,4,4.486922
476,9,2.733418
476,2,3.345300
476,6,2.863693
476,1,3.168938
476,3,3.554669
477,0,2.513143
477,7,5.064843
477,5,4.685601
477,8,3.597265
477,4,4.477147
477,9,2.730972
477,2,3.346026
477,6,2.861594
478,1,3.167346
478,3,3.555209
478,0,2.509044
478,7,5.066479
478,5,4.709783
478,8,3.609845
478,4,4.505720
478,9,2.741497
479,2,3.349223
479,6,2.855638
479,1,3.153351
479,3,3.548012
479,0,2.510216
479,7,5.044546
479,5,4.685041
479,8,3.615203
480,4,4.497524
480,9,2.736769
480,2,3.349533
480,6,2.862516
480,1,3.175403
480,3,3.562563
480,0,2.506191
480,7,5.031384
481,5,4.670048
481,8,3.591968
481,4,4.478259
481,9,2.749721
481,2,3.354942
481,6,2.862207
481,1,3.171073
481,3,3.564619
482,0,2.523020
482,7,5.034365
482,5,4.666201
482,8,3.576299
482,4,4.477414
482,9,2.738128
482,2,3.354358
482,6,2.868018
483,1,3.169197
483,3,3.567314
483,0,2.525098
483,7,5.042643
483,5,4.678701
483,8,3.584439
483,4,4.473527
483,9,2.746469
484,2,3.361292
484,6,2.885480
484,1,3.167721
484,3,3.553400
484,0,2.508861
484,7,5.031701
484,5,4.659993
484,8,3.586475
485,4,4.481086
485,9,2.736689
485,2,3.358261
485,6,2.874790
485,1,3.176772
485,3,3.568102
485,0,2.510767
485,7,5.037521
486,5,4.675926
486,8,3.589457
486,4,4.476833
486,9,2.727338
486,2,3.368066
486,6,2.868712
486,1,3.151945
486,3,3.540090
487,0,2.502916
487,7,5.044456
487,5,4.699248
487,8,3.601303
487,4,4.488675
487,9,2.729511
487,2,3.325350
487,6,2.854793
488,1,3.178308
488,3,3.564197
488,0,2.514149
488,7,5.061472
488,5,4.695574
488,8,3.596624
488,4,4.472708
488,9,2.728587
489,2,3.348142
489,6,2.859415
489,1,3.155877
489,3,3.544188
489,0,2.531584
489,7,5.066680
489,5,4.701920
489,8,3.601606
490,4,4.486832
490,9,2.731334
490,2,3.344319
490,6,2.855062
490,1,3.160454
490,3,3.566805
490,0,2.523116
490,7,5.082747
491,5,4.724736
491,8,3.615628
491,4,4.507406
491,9,2.728245
491,2,3.342998
491,6,2.861633
491,1,3.153762
491,3,3.567443
492,0,2.516658
492,7,5.061614
492,5,4.693174
492,8,3.603652
492,4,4.480759
492,9,2.727426
492,2,3.346030
492,6,2.859381
493,1,3.166195
493,3,3.559490
493,0,2.517492
493,7,5.054227
493,5,4.688495
493,8,3.599789
493,4,4.478835
493,9,2.731474
494,2,3.352751
494,6,2.874155
494,1,3.174323
494,3,3.562969
494,0,2.515290
494,7,5.055816
494,5,4.693419
494,8,3.594026
495,4,4.467699
495,9,2.727541
495,2,3.351141
495,6,2.871787
495,1,3.174727
495,3,3.585514
495,0,2.522491
495,7,5.064166
496,5,4.686275
496,8,3.594949
496,4,4.474200
496,9,2.730097
496,2,3.342979
496,6,2.856796
496,1,3.153117
496,3,3.565156
497,0,2.526971
497,7,5.059529
497,5,4.682787
497,8,3.613553
497,4,4.495719
497,9,2.745716
497,2,3.357143
497,6,2.858015
498,1,3.161573
498,3,3.548060
498,0,2.510285
498,7,5.043226
498,5,4.672053
498,8,3.590930
498,4,4.483795
498,9,2.732693
499,2,3.355968
499,6,2.875700
499,1,3.173180
499,3,3.562060
499,0,2.505709
499,7,5.025449
499,5,4.658768
499,8,3.597300
500,4,4.486684
500,9,2.740164
500,2,3.363050
500,6,2.876229
500,1,3.167340
500,3,3.560335
500,0,2.514677
500,7,5.051103
501,5,4.684690
501,8,3.582467
501,4,4.476908
501,9,2.735537
501,2,3.354118
501,6,2.869550
501,1,3.166862
501,3,3.550309
502,0,2.515363
502,7,5.057140
502,5,4.698789
502,8,3.632327
502,4,4.495822
502,9,2.732836
502,2,3.348084
502,6,2.860461
503,1,3.162534
503,3,3.545775
503,0,2.507493
503,7,5.052663
503,5,4.688255
503,8,3.599582
503,4,4.499936
503,9,2.748972
504,2,3.349996
504,6,2.868889
504,1,3.171084
504,3,3.574103
504,0,2.518084
504,7,5.060263
504,5,4.705151
504,8,3.608634
505,4,4.494500
505,9,2.746548
505,2,3.359774
505,6,2.883034
505,1,3.189907
505,3,3.568063
505,0,2.522009
505,7,5.064478
506,5,4.703820
506,8,3.606505
506,4,4.485417
506,9,2.735364
506,2,3.351865
506,6,2.865242
506,1,3.165571
506,3,3.556011
507,0,2.522949
507,7,5.035915
507,5,4.658693
507,8,3.577323
507,4,4.484597
507,9,2.733194
507,2,3.356609
507,6,2.858720
508,1,3.148088
508,3,3.549498
508,0,2.507846
508,7,5.046087
508,5,4.686218
508,8,3.602283
508,4,4.487419
508,9,2.730599
509,2,3.347544
509,6,2.861212
509,1,3.161490
509,3,3.547369
509,0,2.514397
509,7,5.046049
509,5,4.684647
509,8,3.595012
510,4,4.499262
510,9,2.733765
510,2,3.348084
510,6,2.857072
510,1,3.160722
510,3,3.549234
510,0,2.511344
510,7,5.062230
511,5,4.706919
511,8,3.606244
511,4,4.471600
511,9,2.733282
511,2,3.351398
511,6,2.861643
511,1,3.162318
511,3,3.552977
512,0,2.517247
512,7,5.062592
512,5,4.695669
512,8,3.628353
512,4,4.515631
512,9,2.728105
512,2,3.340155
512,6,2.852929
513,1,3.159050
513,3,3.551627
513,0,2.512874
513,7,5.060939
513,5,4.799569
513,8,3.691562
513,4,4.492430
513,9,2.737591
514,2,3.356920
514,6,2.871716
514,1,3.183194
514,3,3.568600
514,0,2.522307
514,7,5.029860
514,5,4.663614
514,8,3.592510
515,4,4.486906
515,9,2.739152
515,2,3.358988
515,6,2.871824
515,1,3.186289
515,3,3.566015
515,0,2.507048
515,7,5.045814
516,5,4.686627
516,8,3.591892
516,4,4.472359
516,9,2.739371
516,2,3.362787
516,6,2.877472
516,1,3.181070
516,3,3.566537
517,0,2.510449
517,7,5.043678
517,5,4.672221
517,8,3.580364
517,4,4.456798
517,9,2.733852
517,2,3.357191
517,6,2.873378
518,1,3.166291
518,3,3.550861
518,0,2.510652
518,7,5.039597
518,5,4.671052
518,8,3.597691
518,4,4.471935
518,9,2.731278
519,2,3.364778
519,6,2.871642
519,1,3.173496
519,3,3.556527
519,0,2.509808
519,7,5.041364
519,5,4.671209
519,8,3.595104
520,4,4.476881
520,9,2.730487
520,2,3.356831
520,6,2.870308
520,1,3.159477
520,3,3.551719
520,0,2.507152
520,7,5.053290
521,5,4.688089
521,8,3.598022
521,4,4.479197
521,9,2.722928
521,2,3.340949
521,6,2.859504
521,1,3.160965
521,3,3.549060
522,0,2.509182
522,7,5.027901
522,5,4.691052
522,8,3.622098
522,4,4.495791
522,9,2.744648
522,2,3.347918
522,6,2.857936
523,1,3.160233
523,3,3.549590
523,0,2.517198
523,7,5.055409
523,5,4.672384
523,8,3.591786
523,4,4.479969
523,9,2.720836
524,2,3.336783
524,6,2.874354
524,1,3.163069
524,3,3.565305
524,0,2.521050
524,7,5.065629
524,5,4.695363
524,8,3.596560
525,4,4.474389
525,9,2.732527
525,2,3.344730
525,6,2.864639
525,1,3.162386
525,3,3.560769
525,0,2.520026
525,7,5.056142
526,5,4.670223
526,8,3.582784
526,4,4.449770
526,9,2.710222
526,2,3.325684
526,6,2.839798
526,1,3.147772
526,3,3.538624
527,0,2.496211
527,7,5.009835
527,5,4.657057
527,8,3.586299
527,4,4.475353
527,9,2.735295
527,2,3.354075
527,6,2.870577
528,1,3.188110
528,3,3.578109
528,0,2.531914
528,7,5.070959
528,5,4.690367
528,8,3.596264
528,4,4.485817
528,9,2.730219
529,2,3.368474
529,6,2.872029
529,1,3.177115
529,3,3.575126
529,0,2.527192
529,7,5.079652
529,5,4.712920
529,8,3.605005
530,4,4.481510
530,9,2.732007
530,2,3.349773
530,6,2.865519
530,1,3.164000
530,3,3.550384
530,0,2.514225
530,7,5.076101
531,5,4.694554
531,8,3.602782
531,4,4.498913
531,9,2.743471
531,2,3.365805
531,6,2.870527
531,1,3.168325
531,3,3.571445
532,0,2.518321
532,7,5.047955
532,5,4.692713
532,8,3.620586
532,4,4.497255
532,9,2.747856
532,2,3.368438
532,6,2.873867
533,1,3.172000
533,3,3.554748
533,0,2.507713
533,7,5.041652
533,5,4.680546
533,8,3.587229
533,4,4.497314
533,9,2.744319
534,2,3.369624
534,6,2.877684
534,1,3.176910
534,3,3.566224
534,0,2.516588
534,7,5.038278
534,5,4.674222
534,8,3.599843
535,4,4.482700
535,9,2.748838
535,2,3.364278
535,6,2.876415
535,1,3.168575
535,3,3.552960
535,0,2.513825
535,7,5.060203
536,5,4.697615
536,8,3.595958
536,4,4.474333
536,9,2.733215
536,2,3.339489
536,6,2.861922
536,1,3.166127
536,3,3.548569
537,0,2.507868
537,7,5.058694
537,5,4.686648
537,8,3.592520
537,4,4.475348
537,9,2.727997
537,2,3.342470
537,6,2.867229
538,1,3.165679
538,3,3.544240
538,0,2.511078
538,7,5.030231
538,5,4.684078
538,8,3.590135
538,4,4.485436
538,9,2.732384
539,2,3.354337
539,6,2.873319
539,1,3.163940
539,3,3.562909
539,0,2.515985
539,7,5.031313
539,5,4.674282
539,8,3.594733
540,4,4.485833
540,9,2.731778
540,2,3.349250
540,6,2.865058
540,1,3.166815
540,3,3.551801
540,0,2.504567
540,7,5.030147
541,5,4.678017
541,8,3.591925
541,4,4.483571
541,9,2.736331
541,2,3.355415
541,6,2.878514
541,1,3.168350
541,3,3.560909
542,0,2.508458
542,7,5.057352
542,5,4.687295
542,8,3.598562
542,4,4.505737
542,9,2.745341
542,2,3.363980
542,6,2.882983
543,1,3.180816
543,3,3.567712
543,0,2.515812
543,7,5.045033
543,5,4.692219
543,8,3.600449
543,4,4.489869
543,9,2.739634
544,2,3.358024
544,6,2.878755
544,1,3.179786
544,3,3.566425
544,0,2.508134
544,7,5.069823
544,5,4.697156
544,8,3.602809
545,4,4.480339
545,9,2.736638
545,2,3.356969
545,6,2.866161
545,1,3.162033
545,3,3.563599
545,0,2.526695
545,7,5.070242
546,5,4.698667
546,8,3.606340
546,4,4.645855
546,9,2.815825
546,2,3.455933
546,6,2.950581
546,1,3.252844
546,3,3.668815
547,0,2.602032
547,7,5.197289
547,5,4.853168
547,8,3.715564
547,4,4.617798
547,9,2.830138
547,2,3.435019
547,6,2.937937
548,1,3.252056
548,3,3.652757
548,0,2.576907
548,7,5.163033
548,5,4.818888
548,8,3.673081
548,4,4.594291
548,9,2.800604
549,2,3.419884
549,6,2.953176
549,1,3.259750
549,3,3.647198
549,0,2.580840
549,7,5.200553
549,5,4.793390
549,8,3.686870
550,4,4.591537
550,9,2.796971
550,2,3.439473
550,6,2.950716
550,1,3.261933
550,3,3.689826
550,0,2.580234
550,7,5.211916
551,5,4.805661
551,8,3.691968
551,4,4.604394
551,9,2.801352
551,2,3.432400
551,6,2.945809
551,1,3.242321
551,3,3.660559
552,0,2.567609
552,7,5.171952
552,5,4.825980
552,8,3.674816
552,4,4.615988
552,9,2.800471
552,2,3.435337
552,6,2.946836
553,1,3.264992
553,3,3.647321
553,0,2.577917
553,7,5.179496
553,5,4.782261
553,8,3.706983
553,4,4.607771
553,9,2.794620
554,2,3.440980
554,6,2.929187
554,1,3.244729
554,3,3.640017
554,0,2.574588
554,7,5.163406
554,5,4.787794
554,8,3.670380
555,4,4.647927
555,9,2.797060
555,2,3.426317
555,6,2.922964
555,1,3.245016
555,3,3.653636
555,0,2.589874
555,7,5.190432
556,5,4.825664
556,8,3.696972
556,4,4.602637
556,9,2.813771
556,2,3.467020
556,6,2.944429
556,1,3.242903
556,3,3.635847
557,0,2.593573
557,7,5.185530
557,5,4.831441
557,8,3.694095
557,4,4.597118
557,9,2.799878
557,2,3.434295
557,6,2.942077
558,1,3.233398
558,3,3.631666
558,0,2.576945
558,7,5.226570
558,5,4.831081
558,8,3.713667
558,4,4.623205
558,9,2.797516
559,2,3.430419
559,6,2.941312
559,1,3.243965
559,3,3.679689
559,0,2.572520
559,7,5.220536
559,5,4.864038
559,8,3.711881
560,4,4.641008
560,9,2.827751
560,2,3.448942
560,6,2.943910
560,1,3.253881
560,3,3.675669
560,0,2.595855
560,7,5.185736
561,5,4.826496
561,8,3.725485
561,4,4.630266
561,9,2.774821
561,2,3.451627
561,6,2.933214
561,1,3.250566
561,3,3.659317
562,0,2.581343
562,7,5.241121
562,5,4.832929
562,8,3.704669
562,4,4.610546
562,9,2.831333
562,2,3.426621
562,6,2.940447
563,1,3.245397
563,3,3.632839
563,0,2.561270
563,7,5.149325
563,5,4.781428
563,8,3.666043
563,4,4.585300
563,9,2.794517
564,2,3.411285
564,6,2.937910
564,1,3.231017
564,3,3.623971
564,0,2.558261
564,7,5.151659
564,5,4.807370
564,8,3.662897
565,4,4.581581
565,9,2.791539
565,2,3.408013
565,6,2.906167
565,1,3.237791
565,3,3.649338
565,0,2.559693
565,7,5.150419
566,5,4.792494
566,8,3.688376
566,4,4.594248
566,9,2.795374
566,2,3.436620
566,6,2.925734
566,1,3.233843
566,3,3.639537
567,0,2.570225
567,7,5.154261
567,5,4.773441
567,8,3.697572
567,4,4.591551
567,9,2.801619
567,2,3.428489
567,6,2.929759
568,1,3.247119
568,3,3.633454
568,0,2.564783
568,7,5.149678
568,5,4.774737
568,8,3.672056
568,4,4.649830
568,9,2.794760
569,2,3.445026
569,6,2.953426
569,1,3.258961
569,3,3.647078
569,0,2.566524
569,7,5.162498
569,5,4.797598
569,8,3.679856
570,4,4.581956
570,9,2.826302
570,2,3.441823
570,6,2.934001
570,1,3.231526
570,3,3.619909
570,0,2.557562
570,7,5.113210
571,5,4.740484
571,8,3.634534
571,4,4.522785
571,9,2.745804
571,2,3.394303
571,6,2.931814
571,1,3.246715
571,3,3.621943
572,0,2.557716
572,7,5.088291
572,5,4.735922
572,8,3.617500
572,4,4.538034
572,9,2.763481
572,2,3.399091
572,6,2.908836
573,1,3.210940
573,3,3.681617
573,0,2.602566
573,7,5.173047
573,5,4.761682
573,8,3.615700
573,4,4.525450
573,9,2.749113
574,2,3.401593
574,6,2.918007
574,1,3.209224
574,3,3.613687
574,0,2.529772
574,7,5.108499
574,5,4.753563
574,8,3.652762
575,4,4.580534
575,9,2.788170
575,2,3.417520
575,6,2.906103
575,1,3.219914
575,3,3.612016
575,0,2.550768
575,7,5.115187
576,5,4.746494
576,8,3.643187
576,4,4.562984
576,9,2.797054
576,2,3.422640
576,6,2.919549
576,1,3.222651
576,3,3.610980
577,0,2.549426
577,7,5.125412
577,5,4.757181
577,8,3.640564
577,4,4.551841
577,9,2.778238
577,2,3.417648
577,6,2.919596
578,1,3.186208
578,3,3.607010
578,0,2.544849
578,7,5.146205
578,5,4.786278
578,8,3.669525
578,4,4.550687
578,9,2.770626
579,2,3.418015
579,6,2.935309
579,1,3.221639
579,3,3.610473
579,0,2.553047
579,7,5.170758
579,5,4.807552
579,8,3.673002
580,4,4.586238
580,9,2.796064
580,2,3.423831
580,6,2.930094
580,1,3.247343
580,3,3.636029
580,0,2.567976
580,7,5.143000
581,5,4.797013
581,8,3.670095
581,4,4.572397
581,9,2.776858
581,2,3.423163
