AggStep,NumUpdates,BytesDown,BytesUp,BytesTotal,MBTotal
732,8,612672,612672,1225344,1.168579
733,8,612672,612672,1225344,1.168579
734,8,612672,612672,1225344,1.168579
735,8,612672,612672,1225344,1.168579
736,8,612672,612672,1225344,1.168579
737,8,612672,612672,1225344,1.168579
738,8,612672,612672,1225344,1.168579
739,8,612672,612672,1225344,1.168579
740,8,612672,612672,1225344,1.168579
741,8,612672,612672,1225344,1.168579
742,8,612672,612672,1225344,1.168579
743,8,612672,612672,1225344,1.168579
744,8,612672,612672,1225344,1.168579
745,8,612672,612672,1225344,1.168579
746,8,612672,612672,1225344,1.168579
747,8,612672,612672,1225344,1.168579
748,8,612672,612672,1225344,1.168579
749,8,612672,612672,1225344,1.168579
750,8,612672,612672,1225344,1.168579
751,8,612672,612672,1225344,1.168579
752,8,612672,612672,1225344,1.168579
753,8,612672,612672,1225344,1.168579
754,8,612672,612672,1225344,1.168579
755,8,612672,612672,1225344,1.168579
756,8,612672,612672,1225344,1.168579
757,8,612672,612672,1225344,1.168579
758,8,612672,612672,1225344,1.168579
759,8,612672,612672,1225344,1.168579
760,8,612672,612672,1225344,1.168579
761,8,612672,612672,1225344,1.168579
762,8,612672,612672,1225344,1.168579
763,8,612672,612672,1225344,1.168579
764,8,612672,612672,1225344,1.168579
765,8,612672,612672,1225344,1.168579
766,8,612672,612672,1225344,1.168579
767,8,612672,612672,1225344,1.168579
768,8,612672,612672,1225344,1.168579
769,8,612672,612672,1225344,1.168579
770,8,612672,612672,1225344,1.168579
771,8,612672,612672,1225344,1.168579
772,8,612672,612672,1225344,1.168579
773,8,612672,612672,1225344,1.168579
774,8,612672,612672,1225344,1.168579
775,8,612672,612672,1225344,1.168579
776,8,612672,612672,1225344,1.168579
777,8,612672,612672,1225344,1.168579
778,8,612672,612672,1225344,1.168579
779,8,612672,612672,1225344,1.168579
780,8,612672,612672,1225344,1.168579
781,8,612672,612672,1225344,1.168579
782,8,612672,612672,1225344,1.168579
783,8,612672,612672,1225344,1.168579
784,8,612672,612672,1225344,1.168579
785,8,612672,612672,1225344,1.168579
786,8,612672,612672,1225344,1.168579
787,8,612672,612672,1225344,1.168579
788,8,612672,612672,1225344,1.168579
789,8,612672,612672,1225344,1.168579
790,8,612672,612672,1225344,1.168579
791,8,612672,612672,1225344,1.168579
792,8,612672,612672,1225344,1.168579
793,8,612672,612672,1225344,1.168579
794,8,612672,612672,1225344,1.168579
795,8,612672,612672,1225344,1.168579
796,8,612672,612672,1225344,1.168579
797,8,612672,612672,1225344,1.168579
798,8,612672,612672,1225344,1.168579
799,8,612672,612672,1225344,1.168579
800,8,612672,612672,1225344,1.168579
801,8,612672,612672,1225344,1.168579
802,8,612672,612672,1225344,1.168579
803,8,612672,612672,1225344,1.168579
804,8,612672,612672,1225344,1.168579
805,8,612672,612672,1225344,1.168579
806,8,612672,612672,1225344,1.168579
807,8,612672,612672,1225344,1.168579
808,8,612672,612672,1225344,1.168579
809,8,612672,612672,1225344,1.168579
810,8,612672,612672,1225344,1.168579
811,8,612672,612672,1225344,1.168579
812,8,612672,612672,1225344,1.168579
813,8,612672,612672,1225344,1.168579
814,8,612672,612672,1225344,1.168579
815,8,612672,612672,1225344,1.168579
816,8,612672,612672,1225344,1.168579
817,8,612672,612672,1225344,1.168579
818,8,612672,612672,1225344,1.168579
819,8,612672,612672,1225344,1.168579
820,8,612672,612672,1225344,1.168579
821,8,612672,612672,1225344,1.168579
822,8,612672,612672,1225344,1.168579
823,8,612672,612672,1225344,1.168579
824,8,612672,612672,1225344,1.168579
825,8,612672,612672,1225344,1.168579
826,8,612672,612672,1225344,1.168579
827,8,612672,612672,1225344,1.168579
828,8,612672,612672,1225344,1.168579
829,8,612672,612672,1225344,1.168579
830,8,612672,612672,1225344,1.168579
831,8,612672,612672,1225344,1.168579
832,8,612672,612672,1225344,1.168579
833,8,612672,612672,1225344,1.168579
834,8,612672,612672,1225344,1.168579
835,8,612672,612672,1225344,1.168579
836,8,612672,612672,1225344,1.168579
837,8,612672,612672,1225344,1.168579
838,8,612672,612672,1225344,1.168579
839,8,612672,612672,1225344,1.168579
840,8,612672,612672,1225344,1.168579
841,8,612672,612672,1225344,1.168579
842,8,612672,612672,1225344,1.168579
843,8,612672,612672,1225344,1.168579
844,8,612672,612672,1225344,1.168579
845,8,612672,612672,1225344,1.168579
846,8,612672,612672,1225344,1.168579
847,8,612672,612672,1225344,1.168579
848,8,612672,612672,1225344,1.168579
849,8,612672,612672,1225344,1.168579
850,8,612672,612672,1225344,1.168579
851,8,612672,612672,1225344,1.168579
852,8,612672,612672,1225344,1.168579
853,8,612672,612672,1225344,1.168579
854,8,612672,612672,1225344,1.168579
855,8,612672,612672,1225344,1.168579
856,8,612672,612672,1225344,1.168579
857,8,612672,612672,1225344,1.168579
858,8,612672,612672,1225344,1.168579
859,8,612672,612672,1225344,1.168579
860,8,612672,612672,1225344,1.168579
861,8,612672,612672,1225344,1.168579
862,8,612672,612672,1225344,1.168579
863,8,612672,612672,1225344,1.168579
864,8,612672,612672,1225344,1.168579
865,8,612672,612672,1225344,1.168579
866,8,612672,612672,1225344,1.168579
867,8,612672,612672,1225344,1.168579
868,8,612672,612672,1225344,1.168579
869,8,612672,612672,1225344,1.168579
870,8,612672,612672,1225344,1.168579
871,8,612672,612672,1225344,1.168579
872,8,612672,612672,1225344,1.168579
873,8,612672,612672,1225344,1.168579
874,8,612672,612672,1225344,1.168579
875,8,612672,612672,1225344,1.168579
876,8,612672,612672,1225344,1.168579
877,8,612672,612672,1225344,1.168579
878,8,612672,612672,1225344,1.168579
879,8,612672,612672,1225344,1.168579
880,8,612672,612672,1225344,1.168579
881,8,612672,612672,1225344,1.168579
882,8,612672,612672,1225344,1.168579
883,8,612672,612672,1225344,1.168579
884,8,612672,612672,1225344,1.168579
885,8,612672,612672,1225344,1.168579
886,8,612672,612672,1225344,1.168579
887,8,612672,612672,1225344,1.168579
888,8,612672,612672,1225344,1.168579
889,8,612672,612672,1225344,1.168579
890,8,612672,612672,1225344,1.168579
891,8,612672,612672,1225344,1.168579
892,8,612672,612672,1225344,1.168579
893,8,612672,612672,1225344,1.168579
894,8,612672,612672,1225344,1.168579
895,8,612672,612672,1225344,1.168579
896,8,612672,612672,1225344,1.168579
897,8,612672,612672,1225344,1.168579
898,8,612672,612672,1225344,1.168579
899,8,612672,612672,1225344,1.168579
900,8,612672,612672,1225344,1.168579
901,8,612672,612672,1225344,1.168579
902,8,612672,612672,1225344,1.168579
903,8,612672,612672,1225344,1.168579
904,8,612672,612672,1225344,1.168579
905,8,612672,612672,1225344,1.168579
906,8,612672,612672,1225344,1.168579
907,8,612672,612672,1225344,1.168579
908,8,612672,612672,1225344,1.168579
909,8,612672,612672,1225344,1.168579
910,8,612672,612672,1225344,1.168579
911,8,612672,612672,1225344,1.168579
912,8,612672,612672,1225344,1.168579
913,8,612672,612672,1225344,1.168579
914,8,612672,612672,1225344,1.168579
915,8,612672,612672,1225344,1.168579
916,8,612672,612672,1225344,1.168579
917,8,612672,612672,1225344,1.168579
918,8,612672,612672,1225344,1.168579
919,8,612672,612672,1225344,1.168579
920,8,612672,612672,1225344,1.168579
921,8,612672,612672,1225344,1.168579
922,8,612672,612672,1225344,1.168579
923,8,612672,612672,1225344,1.168579
924,8,612672,612672,1225344,1.168579
925,8,612672,612672,1225344,1.168579
926,8,612672,612672,1225344,1.168579
927,8,612672,612672,1225344,1.168579
928,8,612672,612672,1225344,1.168579
929,8,612672,612672,1225344,1.168579
930,8,612672,612672,1225344,1.168579
931,8,612672,612672,1225344,1.168579
932,8,612672,612672,1225344,1.168579
933,8,612672,612672,1225344,1.168579
934,8,612672,612672,1225344,1.168579
935,8,612672,612672,1225344,1.168579
936,8,612672,612672,1225344,1.168579
937,8,612672,612672,1225344,1.168579
938,8,612672,612672,1225344,1.168579
939,8,612672,612672,1225344,1.168579
940,8,612672,612672,1225344,1.168579
941,8,612672,612672,1225344,1.168579
942,8,612672,612672,1225344,1.168579
943,8,612672,612672,1225344,1.168579
944,8,612672,612672,1225344,1.168579
945,8,612672,612672,1225344,1.168579
946,8,612672,612672,1225344,1.168579
947,8,612672,612672,1225344,1.168579
948,8,612672,612672,1225344,1.168579
949,8,612672,612672,1225344,1.168579
950,8,612672,612672,1225344,1.168579
951,8,612672,612672,1225344,1.168579
952,8,612672,612672,1225344,1.168579
953,8,612672,612672,1225344,1.168579
954,8,612672,612672,1225344,1.168579
955,8,612672,612672,1225344,1.168579
956,8,612672,612672,1225344,1.168579
957,8,612672,612672,1225344,1.168579
958,8,612672,612672,1225344,1.168579
959,8,612672,612672,1225344,1.168579
960,8,612672,612672,1225344,1.168579
961,8,612672,612672,1225344,1.168579
962,8,612672,612672,1225344,1.168579
963,8,612672,612672,1225344,1.168579
964,8,612672,612672,1225344,1.168579
965,8,612672,612672,1225344,1.168579
966,8,612672,612672,1225344,1.168579
967,8,612672,612672,1225344,1.168579
968,8,612672,612672,1225344,1.168579
969,8,612672,612672,1225344,1.168579
970,8,612672,612672,1225344,1.168579
971,8,612672,612672,1225344,1.168579
972,8,612672,612672,1225344,1.168579
973,8,612672,612672,1225344,1.168579
974,8,612672,612672,1225344,1.168579
975,8,612672,612672,1225344,1.168579
976,8,612672,612672,1225344,1.168579
977,8,612672,612672,1225344,1.168579
978,8,612672,612672,1225344,1.168579
979,8,612672,612672,1225344,1.168579
980,8,612672,612672,1225344,1.168579
981,8,612672,612672,1225344,1.168579
982,8,612672,612672,1225344,1.168579
983,8,612672,612672,1225344,1.168579
984,8,612672,612672,1225344,1.168579
985,8,612672,612672,1225344,1.168579
986,8,612672,612672,1225344,1.168579
987,8,612672,612672,1225344,1.168579
988,8,612672,612672,1225344,1.168579
989,8,612672,612672,1225344,1.168579
990,8,612672,612672,1225344,1.168579
991,8,612672,612672,1225344,1.168579
992,8,612672,612672,1225344,1.168579
993,8,612672,612672,1225344,1.168579
994,8,612672,612672,1225344,1.168579
995,8,612672,612672,1225344,1.168579
996,8,612672,612672,1225344,1.168579
997,8,612672,612672,1225344,1.168579
998,8,612672,612672,1225344,1.168579
999,8,612672,612672,1225344,1.168579
